frame_id,timestamp_sec,track_id,class,x1,y1,x2,y2,center_x,center_y,confidence,displacement_px,direction,speed_mps,status,alerts
84,2.767,66,car,1761,562,1810,599,1785,580,0.5492,2.0,Stationary,0.75,Stationary,Normal
85,2.8,66,car,1763,564,1808,599,1785,581,0.4591,1.0,Stationary,0.38,Stationary,Normal
85,2.8,62,person,1335,737,1380,828,1357,782,0.4967,18.38,Up,6.89,Moving,Normal
86,2.833,66,car,1759,558,1810,598,1784,578,0.4609,3.16,Stationary,1.19,Stationary,Normal
86,2.833,67,car,580,995,945,1079,762,1037,0.6997,0.0,Stationary,0.0,Stationary,Normal
86,2.833,68,motorcycle,695,793,771,887,733,840,0.4796,0.0,Stationary,0.0,Stationary,Normal
86,2.833,62,motorcycle,1349,759,1384,825,1366,792,0.4442,13.45,Down,5.04,Moving,DIRECTION_REVERSAL
86,2.833,1,car,1717,587,1768,628,1742,607,0.4711,9.06,Up,3.4,Moving,Normal
87,2.867,66,car,1760,558,1810,597,1785,577,0.5255,1.41,Stationary,0.53,Stationary,Normal
87,2.867,67,car,581,982,995,1078,788,1030,0.8124,26.93,Right,10.1,Moving,Normal
87,2.867,68,motorcycle,710,794,781,882,745,838,0.5514,12.17,Right,4.56,Moving,Normal
87,2.867,70,person,1123,930,1199,1039,1161,984,0.473,0.0,Stationary,0.0,Stationary,Normal
88,2.9,66,car,1758,555,1812,596,1785,575,0.569,2.0,Stationary,0.75,Stationary,Normal
88,2.9,67,car,570,964,1058,1078,814,1021,0.7457,27.51,Right,10.32,Moving,Normal
88,2.9,68,motorcycle,728,801,791,878,759,839,0.4159,14.04,Right,5.26,Moving,Normal
88,2.9,70,person,1136,922,1202,1017,1169,969,0.4368,17.0,Up,6.38,Moving,Normal
88,2.9,62,person,1357,726,1400,809,1378,767,0.4182,27.73,Up,10.4,Moving,DIRECTION_REVERSAL
88,2.9,1,car,1717,582,1772,625,1744,603,0.5492,4.47,Up,1.68,Moving,Normal
89,2.933,66,car,1759,555,1812,596,1785,575,0.4388,0.0,Stationary,0.0,Stationary,Normal
89,2.933,67,car,570,948,1115,1078,842,1013,0.7886,29.12,Right,10.92,Moving,Normal
89,2.933,68,motorcycle,734,782,806,871,770,826,0.4957,17.03,Up,6.39,Moving,Normal
89,2.933,70,person,1144,913,1213,1012,1178,962,0.4589,11.4,Right,4.28,Moving,Normal
89,2.933,62,motorcycle,1367,738,1404,807,1385,772,0.4112,8.6,Right,3.23,Moving,Normal
89,2.933,1,car,1716,580,1771,625,1743,602,0.4212,1.41,Stationary,0.53,Stationary,Normal
90,2.967,66,car,1763,561,1809,596,1786,578,0.4871,3.16,Stationary,1.19,Stationary,Normal
90,2.967,67,car,570,932,1168,1078,869,1005,0.7881,28.16,Right,10.56,Moving,Normal
90,2.967,62,person,1372,722,1414,799,1393,760,0.451,14.42,Up,5.41,Moving,Normal
90,2.967,1,car,1717,579,1772,623,1744,601,0.5647,1.41,Stationary,0.53,Stationary,Normal
91,3.0,66,car,1751,539,1821,594,1786,566,0.6342,12.0,Up,4.5,Moving,Normal
91,3.0,67,car,572,916,1217,1078,894,997,0.8266,26.25,Right,9.84,Moving,Normal
91,3.0,62,person,1378,713,1421,793,1399,753,0.5181,9.22,Up,3.46,Moving,Normal
91,3.0,1,car,1717,579,1772,624,1744,601,0.5297,0.0,Stationary,0.0,Stationary,Normal
91,3.0,23,motorcycle,1476,614,1511,673,1493,643,0.4454,26.87,Up,10.08,Moving,Normal
91,3.0,68,motorcycle,752,763,830,860,791,811,0.4085,25.81,Right,9.68,Moving,Normal
91,3.0,70,person,1165,900,1232,995,1198,947,0.487,25.0,Right,9.38,Moving,Normal
92,3.033,66,car,1749,532,1822,591,1785,561,0.5166,5.1,Up,1.91,Moving,Normal
92,3.033,67,car,585,903,1253,1078,919,990,0.8632,25.96,Right,9.74,Moving,Normal
92,3.033,62,person,1383,707,1426,788,1404,747,0.4631,7.81,Up,2.93,Moving,Normal
92,3.033,1,car,1716,576,1772,622,1744,599,0.4241,2.0,Stationary,0.75,Stationary,Normal
92,3.033,68,motorcycle,764,757,844,857,804,807,0.4676,13.6,Right,5.1,Moving,Normal
92,3.033,70,person,1171,892,1245,1000,1208,946,0.6417,10.05,Right,3.77,Moving,Normal
93,3.067,66,car,1748,529,1823,591,1785,560,0.5124,1.0,Stationary,0.38,Stationary,Normal
93,3.067,67,car,608,891,1277,1073,942,982,0.844,24.35,Right,9.13,Moving,Normal
93,3.067,62,motorcycle,1389,705,1432,785,1410,745,0.5828,6.32,Right,2.37,Moving,Normal
93,3.067,68,motorcycle,777,756,853,851,815,803,0.5643,11.7,Right,4.39,Moving,Normal
93,3.067,70,person,1182,884,1249,981,1215,932,0.4981,15.65,Up,5.87,Moving,Normal
94,3.1,66,car,1751,532,1819,590,1785,561,0.5054,1.0,Stationary,0.38,Stationary,Normal
94,3.1,67,car,643,878,1285,1061,964,969,0.8754,25.55,Right,9.58,Moving,Normal
94,3.1,62,motorcycle,1395,704,1435,779,1415,741,0.4678,6.4,Right,2.4,Moving,Normal
94,3.1,68,motorcycle,788,753,864,848,826,800,0.4975,11.4,Right,4.28,Moving,Normal
94,3.1,23,motorcycle,1480,608,1515,669,1497,638,0.4491,6.4,Up,2.4,Moving,Normal
95,3.133,66,car,1755,538,1813,588,1784,563,0.5858,2.24,Stationary,0.84,Stationary,Normal
95,3.133,67,car,682,866,1288,1046,985,956,0.8594,24.7,Right,9.26,Moving,Normal
95,3.133,68,motorcycle,798,749,873,843,835,796,0.496,9.85,Right,3.69,Moving,Normal
96,3.167,66,car,1757,539,1812,587,1784,563,0.577,0.0,Stationary,0.0,Stationary,Normal
96,3.167,67,car,726,857,1285,1031,1005,944,0.8543,23.32,Right,8.75,Moving,Normal
96,3.167,68,motorcycle,811,751,880,839,845,795,0.5354,10.05,Right,3.77,Moving,Normal
96,3.167,62,motorcycle,1408,704,1443,771,1425,737,0.5097,10.77,Right,4.04,Moving,Normal
97,3.2,66,car,1754,533,1814,586,1784,559,0.4405,4.0,Up,1.5,Moving,Normal
97,3.2,67,car,765,846,1284,1014,1024,930,0.8699,23.6,Right,8.85,Moving,Normal
97,3.2,68,motorcycle,820,747,888,832,854,789,0.403,10.82,Right,4.06,Moving,Normal
97,3.2,62,motorcycle,1413,700,1448,765,1430,732,0.5407,7.07,Up,2.65,Moving,Normal
97,3.2,70,motorcycle,1218,877,1286,975,1252,926,0.4463,37.48,Right,14.05,Moving,Normal
98,3.233,66,car,1755,530,1814,583,1784,556,0.5307,3.0,Stationary,1.12,Stationary,Normal
98,3.233,67,car,801,835,1285,1000,1043,917,0.8797,23.02,Right,8.63,Moving,Normal
98,3.233,68,motorcycle,834,749,898,829,866,789,0.4745,12.0,Right,4.5,Moving,Normal
98,3.233,62,motorcycle,1416,690,1453,761,1434,725,0.4884,8.06,Up,3.02,Moving,Normal
98,3.233,70,person,1218,859,1294,970,1256,914,0.4219,12.65,Up,4.74,Moving,Normal
99,3.267,66,car,1755,530,1813,583,1784,556,0.5321,0.0,Stationary,0.0,Stationary,Normal
99,3.267,67,car,841,826,1279,982,1060,904,0.8515,21.4,Right,8.03,Moving,Normal
99,3.267,68,motorcycle,845,751,905,826,875,788,0.5635,9.06,Right,3.4,Moving,Normal
99,3.267,62,motorcycle,1422,689,1458,756,1440,722,0.4299,6.71,Right,2.52,Moving,Normal
99,3.267,1,car,1717,571,1767,611,1742,591,0.4058,8.25,Up,3.09,Moving,Normal
100,3.3,66,car,1754,527,1814,582,1784,554,0.4305,2.0,Stationary,0.75,Stationary,Normal
100,3.3,67,car,871,816,1282,969,1076,892,0.8712,20.0,Right,7.5,Moving,Normal
100,3.3,68,motorcycle,856,751,913,821,884,786,0.503,9.22,Right,3.46,Moving,Normal
100,3.3,70,motorcycle,1237,855,1306,956,1271,905,0.4136,17.49,Right,6.56,Moving,Normal
101,3.333,66,car,1755,527,1813,581,1784,554,0.5607,0.0,Stationary,0.0,Stationary,Normal
101,3.333,67,car,900,808,1282,957,1091,882,0.8794,18.03,Right,6.76,Moving,Normal
101,3.333,68,motorcycle,864,744,923,818,893,781,0.5214,10.3,Right,3.86,Moving,Normal
101,3.333,70,motorcycle,1248,858,1311,950,1279,904,0.4974,8.06,Right,3.02,Moving,Normal
101,3.333,62,person,1432,674,1470,746,1451,710,0.478,16.28,Up,6.11,Moving,Normal
101,3.333,1,car,1716,569,1763,607,1739,588,0.5357,4.24,Stationary,1.59,Stationary,Normal
102,3.367,66,car,1755,526,1813,581,1784,553,0.6007,1.0,Stationary,0.38,Stationary,Normal
102,3.367,67,car,928,801,1287,946,1107,873,0.8484,18.36,Right,6.88,Moving,Normal
102,3.367,68,motorcycle,877,750,931,815,904,782,0.6012,11.05,Right,4.14,Moving,Normal
102,3.367,70,motorcycle,1250,840,1319,942,1284,891,0.4396,13.93,Up,5.22,Moving,Normal
102,3.367,87,car,1413,1006,1570,1079,1491,1042,0.5663,0.0,Stationary,0.0,Stationary,Normal
102,3.367,62,person,1436,669,1474,742,1455,705,0.4611,6.4,Up,2.4,Moving,Normal
103,3.4,66,car,1755,525,1812,580,1783,552,0.4421,1.41,Stationary,0.53,Stationary,Normal
103,3.4,67,car,953,792,1292,935,1122,863,0.8126,18.03,Right,6.76,Moving,Normal
103,3.4,68,motorcycle,887,750,937,810,912,780,0.4509,8.25,Right,3.09,Moving,Normal
103,3.4,87,car,1399,991,1588,1079,1493,1035,0.6063,7.28,Up,2.73,Moving,Normal
103,3.4,62,motorcycle,1441,671,1477,739,1459,705,0.4939,4.0,Right,1.5,Moving,Normal
103,3.4,1,car,1716,565,1761,602,1738,583,0.4488,5.1,Up,1.91,Moving,Normal
104,3.433,67,car,973,779,1299,923,1136,851,0.8341,18.44,Right,6.92,Moving,Normal
104,3.433,68,motorcycle,899,755,943,807,921,781,0.5448,9.06,Right,3.4,Moving,Normal
104,3.433,87,car,1399,987,1597,1078,1498,1032,0.5291,5.83,Right,2.19,Moving,Normal
104,3.433,70,motorcycle,1272,850,1326,928,1299,889,0.4652,15.13,Right,5.67,Moving,Normal
105,3.467,67,car,996,772,1302,912,1149,842,0.8597,15.81,Right,5.93,Moving,Normal
105,3.467,68,motorcycle,910,759,950,804,930,781,0.4573,9.0,Right,3.38,Moving,Normal
105,3.467,87,car,1397,980,1608,1078,1502,1029,0.7451,5.0,Right,1.88,Moving,Normal
105,3.467,70,motorcycle,1281,856,1329,922,1305,889,0.4008,6.0,Right,2.25,Moving,Normal
106,3.5,67,car,1020,767,1303,901,1161,834,0.8802,14.42,Right,5.41,Moving,Normal
106,3.5,87,car,1391,969,1624,1078,1507,1023,0.7082,7.81,Up,2.93,Moving,Normal
106,3.5,91,person,1277,811,1332,898,1304,854,0.4712,0.0,Stationary,0.0,Stationary,Normal
106,3.5,66,car,1754,526,1807,577,1780,551,0.4023,3.16,Stationary,1.19,Stationary,Normal
106,3.5,62,motorcycle,1454,667,1486,729,1470,698,0.473,13.04,Right,4.89,Moving,Normal
107,3.533,67,car,1042,763,1306,892,1174,827,0.8797,14.76,Right,5.54,Moving,Normal
107,3.533,87,car,1387,959,1639,1079,1513,1019,0.6702,7.21,Right,2.7,Moving,Normal
107,3.533,91,motorcycle,1282,817,1340,907,1311,862,0.4292,10.63,Down,3.99,Moving,Normal
107,3.533,94,motorcycle,915,713,969,794,942,753,0.6361,0.0,Stationary,0.0,Stationary,Normal
107,3.533,66,car,1757,530,1803,576,1780,553,0.4462,2.0,Stationary,0.75,Stationary,Normal
107,3.533,62,motorcycle,1457,660,1491,726,1474,693,0.4868,6.4,Up,2.4,Moving,Normal
107,3.533,1,car,1716,562,1764,600,1740,581,0.4109,2.83,Stationary,1.06,Stationary,Normal
108,3.567,67,car,1063,758,1309,882,1186,820,0.8683,13.89,Right,5.21,Moving,Normal
108,3.567,87,car,1385,949,1653,1078,1519,1013,0.7711,8.49,Up,3.18,Moving,Normal
108,3.567,91,motorcycle,1289,817,1346,905,1317,861,0.4513,6.08,Right,2.28,Moving,Normal
108,3.567,94,motorcycle,925,716,976,792,950,754,0.5836,8.06,Right,3.02,Moving,Normal
108,3.567,66,car,1759,534,1802,574,1780,554,0.4034,1.0,Stationary,0.38,Stationary,Normal
109,3.6,67,car,1080,752,1314,873,1197,812,0.8579,13.6,Right,5.1,Moving,Normal
109,3.6,87,car,1382,937,1668,1078,1525,1007,0.7555,8.49,Up,3.18,Moving,Normal
109,3.6,94,motorcycle,936,712,987,788,961,750,0.5814,11.7,Right,4.39,Moving,Normal
110,3.633,67,car,1097,745,1319,863,1208,804,0.8601,13.6,Right,5.1,Moving,Normal
110,3.633,87,car,1382,927,1680,1078,1531,1002,0.8196,7.81,Right,2.93,Moving,Normal
110,3.633,94,motorcycle,943,707,994,783,968,745,0.6546,8.6,Right,3.23,Moving,Normal
110,3.633,1,car,1713,559,1763,598,1738,578,0.4936,3.61,Stationary,1.35,Stationary,Normal
110,3.633,91,motorcycle,1298,795,1360,892,1329,843,0.5452,21.63,Up,8.11,Moving,Normal
110,3.633,66,car,1759,534,1800,573,1779,553,0.5102,1.41,Stationary,0.53,Stationary,Normal
111,3.667,67,car,1113,740,1324,855,1218,797,0.8552,12.21,Right,4.58,Moving,Normal
111,3.667,87,car,1385,917,1688,1075,1536,996,0.8744,7.81,Up,2.93,Moving,Normal
111,3.667,94,motorcycle,952,708,1001,781,976,744,0.5905,8.06,Right,3.02,Moving,Normal
111,3.667,1,car,1712,558,1763,598,1737,578,0.4309,1.0,Stationary,0.38,Stationary,Normal
111,3.667,91,motorcycle,1304,788,1365,885,1334,836,0.5507,8.6,Up,3.23,Moving,Normal
111,3.667,66,car,1756,527,1803,571,1779,549,0.4094,4.0,Up,1.5,Moving,Normal
112,3.7,67,car,1130,735,1329,846,1229,790,0.8295,13.04,Right,4.89,Moving,Normal
112,3.7,87,car,1391,908,1691,1069,1541,988,0.818,9.43,Up,3.54,Moving,Normal
112,3.7,94,motorcycle,960,706,1009,778,984,742,0.5621,8.25,Right,3.09,Moving,Normal
112,3.7,91,motorcycle,1310,786,1370,881,1340,833,0.5876,6.71,Right,2.52,Moving,Normal
112,3.7,62,motorcycle,1478,655,1506,707,1492,681,0.4374,21.63,Right,8.11,Moving,Normal
113,3.733,67,car,1142,729,1337,840,1239,784,0.8634,11.66,Right,4.37,Moving,Normal
113,3.733,87,car,1400,898,1690,1060,1545,979,0.7761,9.85,Up,3.69,Moving,Normal
113,3.733,94,motorcycle,966,698,1017,774,991,736,0.5776,9.22,Right,3.46,Moving,Normal
113,3.733,91,motorcycle,1318,790,1372,876,1345,833,0.511,5.0,Right,1.88,Moving,Normal
114,3.767,67,car,1153,723,1344,834,1248,778,0.8074,10.82,Right,4.06,Moving,Normal
114,3.767,87,car,1410,889,1690,1050,1550,969,0.8241,11.18,Up,4.19,Moving,Normal
114,3.767,94,motorcycle,973,694,1025,771,999,732,0.6093,8.94,Right,3.35,Moving,Normal
114,3.767,91,motorcycle,1320,777,1379,869,1349,823,0.5012,10.77,Up,4.04,Moving,Normal
114,3.767,62,motorcycle,1484,640,1517,700,1500,670,0.4416,13.6,Up,5.1,Moving,Normal
115,3.8,67,car,1167,718,1349,826,1258,772,0.8259,11.66,Right,4.37,Moving,Normal
115,3.8,87,car,1423,880,1688,1038,1555,959,0.8526,11.18,Up,4.19,Moving,Normal
115,3.8,94,motorcycle,980,690,1033,767,1006,728,0.4814,8.06,Right,3.02,Moving,Normal
115,3.8,91,motorcycle,1326,770,1383,862,1354,816,0.4629,8.6,Up,3.23,Moving,Normal
115,3.8,62,motorcycle,1487,638,1519,697,1503,667,0.5044,4.24,Stationary,1.59,Stationary,Normal
116,3.833,67,car,1182,714,1352,817,1267,765,0.7972,11.4,Right,4.28,Moving,Normal
116,3.833,87,car,1436,873,1684,1025,1560,949,0.7916,11.18,Up,4.19,Moving,Normal
116,3.833,94,motorcycle,988,690,1040,767,1014,728,0.577,8.0,Right,3.0,Moving,Normal
116,3.833,91,motorcycle,1329,766,1386,857,1357,811,0.6387,5.83,Up,2.19,Moving,Normal
116,3.833,98,motorcycle,697,882,778,954,737,918,0.4635,0.0,Stationary,0.0,Stationary,Normal
117,3.867,67,car,1192,710,1357,811,1274,760,0.8316,8.6,Right,3.23,Moving,Normal
117,3.867,87,car,1447,865,1681,1012,1564,938,0.7697,11.7,Up,4.39,Moving,Normal
117,3.867,94,motorcycle,997,695,1044,764,1020,729,0.5622,6.08,Right,2.28,Moving,Normal
117,3.867,91,motorcycle,1333,762,1389,853,1361,807,0.4795,5.66,Up,2.12,Moving,Normal
117,3.867,98,motorcycle,712,882,787,948,749,915,0.4255,12.37,Right,4.64,Moving,Normal
118,3.9,67,car,1203,704,1365,805,1284,754,0.721,11.66,Right,4.37,Moving,Normal
118,3.9,87,car,1457,859,1677,1001,1567,930,0.8101,8.54,Up,3.2,Moving,Normal
118,3.9,94,motorcycle,1002,689,1052,761,1027,725,0.589,8.06,Right,3.02,Moving,Normal
118,3.9,91,motorcycle,1338,758,1394,849,1366,803,0.4716,6.4,Right,2.4,Moving,Normal
118,3.9,98,motorcycle,716,856,813,942,764,899,0.5175,21.93,Up,8.22,Moving,Normal
119,3.933,67,car,1211,696,1374,798,1292,747,0.6818,10.63,Right,3.99,Moving,Normal
119,3.933,87,car,1465,851,1675,990,1570,920,0.822,10.44,Up,3.92,Moving,Normal
119,3.933,94,motorcycle,1009,686,1058,757,1033,721,0.5524,7.21,Right,2.7,Moving,Normal
119,3.933,91,motorcycle,1344,754,1398,843,1371,798,0.4515,7.07,Up,2.65,Moving,Normal
120,3.967,67,car,1222,691,1380,792,1301,741,0.719,10.82,Right,4.06,Moving,Normal
120,3.967,87,car,1462,824,1689,979,1575,901,0.7684,19.65,Up,7.37,Moving,Normal
120,3.967,94,motorcycle,1016,681,1066,755,1041,718,0.5756,8.54,Right,3.2,Moving,Normal
120,3.967,91,motorcycle,1349,755,1400,839,1374,797,0.5389,3.16,Stationary,1.19,Stationary,Normal
120,3.967,98,motorcycle,744,850,836,932,790,891,0.5877,27.2,Right,10.2,Moving,Normal
121,4.0,67,car,1232,687,1385,787,1308,737,0.6606,8.06,Right,3.02,Moving,Normal
121,4.0,87,car,1469,816,1688,969,1578,892,0.7666,9.49,Up,3.56,Moving,Normal
121,4.0,94,motorcycle,1022,679,1071,753,1046,716,0.6139,5.39,Right,2.02,Moving,Normal
121,4.0,91,motorcycle,1353,753,1403,834,1378,793,0.4877,5.66,Up,2.12,Moving,Normal
121,4.0,98,motorcycle,760,849,846,925,803,887,0.4544,13.6,Right,5.1,Moving,Normal
122,4.033,67,car,1243,685,1390,781,1316,733,0.7699,8.94,Right,3.35,Moving,Normal
122,4.033,87,car,1481,815,1681,959,1581,887,0.8356,5.83,Up,2.19,Moving,Normal
122,4.033,94,motorcycle,1028,677,1076,748,1052,712,0.4305,7.21,Right,2.7,Moving,Normal
122,4.033,91,motorcycle,1355,751,1404,830,1379,790,0.5267,3.16,Stationary,1.19,Stationary,Normal
122,4.033,98,motorcycle,771,840,859,920,815,880,0.4609,13.89,Right,5.21,Moving,Normal
122,4.033,1,car,1704,549,1758,592,1731,570,0.4189,10.0,Up,3.75,Moving,Normal
123,4.067,67,car,1256,683,1393,773,1324,728,0.6174,9.43,Right,3.54,Moving,Normal
123,4.067,87,car,1492,815,1676,950,1584,882,0.8368,5.83,Up,2.19,Moving,Normal
123,4.067,94,motorcycle,1035,675,1083,745,1059,710,0.5547,7.28,Right,2.73,Moving,Normal
123,4.067,91,motorcycle,1358,751,1405,826,1381,788,0.5182,2.83,Stationary,1.06,Stationary,Normal
123,4.067,98,motorcycle,785,841,866,915,825,878,0.4762,10.2,Right,3.83,Moving,Normal
124,4.1,67,car,1264,678,1400,768,1332,723,0.7492,9.43,Right,3.54,Moving,Normal
124,4.1,87,car,1500,812,1674,942,1587,877,0.7692,5.83,Up,2.19,Moving,Normal
124,4.1,94,motorcycle,1041,670,1090,743,1065,706,0.4258,7.21,Right,2.7,Moving,Normal
124,4.1,91,motorcycle,1364,749,1410,821,1387,785,0.4828,6.71,Right,2.52,Moving,Normal
124,4.1,98,motorcycle,801,845,872,910,836,877,0.4924,11.05,Right,4.14,Moving,Normal
125,4.133,67,car,1272,673,1408,764,1340,718,0.7812,9.43,Right,3.54,Moving,Normal
125,4.133,87,car,1507,808,1672,933,1589,870,0.8162,7.28,Up,2.73,Moving,Normal
125,4.133,94,motorcycle,1047,670,1094,741,1070,705,0.6521,5.1,Right,1.91,Moving,Normal
125,4.133,91,motorcycle,1366,741,1415,817,1390,779,0.5374,6.71,Up,2.52,Moving,Normal
125,4.133,98,motorcycle,797,810,897,904,847,857,0.4838,22.83,Up,8.56,Moving,Normal
126,4.167,67,car,1281,671,1413,759,1347,715,0.6092,7.62,Right,2.86,Moving,Normal
126,4.167,87,car,1512,804,1671,926,1591,865,0.8048,5.39,Up,2.02,Moving,Normal
126,4.167,91,motorcycle,1370,738,1418,812,1394,775,0.5209,5.66,Up,2.12,Moving,Normal
126,4.167,98,motorcycle,819,826,899,900,859,863,0.5965,13.42,Right,5.03,Moving,Normal
127,4.2,67,car,1287,669,1415,755,1351,712,0.5825,5.0,Right,1.88,Moving,Normal
127,4.2,87,car,1518,801,1670,918,1594,859,0.7738,6.71,Up,2.52,Moving,Normal
127,4.2,98,motorcycle,825,813,911,894,868,853,0.4011,13.45,Up,5.04,Moving,Normal
127,4.2,1,car,1699,544,1757,590,1728,567,0.4603,4.24,Stationary,1.59,Stationary,Normal
128,4.233,67,car,1297,666,1421,749,1359,707,0.5571,9.43,Right,3.54,Moving,Normal
128,4.233,87,car,1522,794,1671,910,1596,852,0.8471,7.28,Up,2.73,Moving,Normal
128,4.233,98,motorcycle,837,810,921,890,879,850,0.4507,11.4,Right,4.28,Moving,Normal
128,4.233,107,person,1145,1020,1218,1079,1181,1049,0.5453,0.0,Stationary,0.0,Stationary,Normal
128,4.233,94,motorcycle,1065,664,1111,733,1088,698,0.477,19.31,Right,7.24,Moving,Normal
128,4.233,91,motorcycle,1378,731,1425,804,1401,767,0.5036,10.63,Up,3.99,Moving,Normal
129,4.267,67,car,1301,665,1415,743,1358,704,0.4431,3.16,Stationary,1.19,Stationary,Normal
129,4.267,87,car,1526,789,1671,903,1598,846,0.8141,6.32,Up,2.37,Moving,Normal
129,4.267,98,motorcycle,848,808,929,886,888,847,0.4742,9.49,Right,3.56,Moving,Normal
129,4.267,94,motorcycle,1071,663,1115,730,1093,696,0.6668,5.39,Right,2.02,Moving,Normal
130,4.3,87,car,1529,783,1671,895,1600,839,0.8734,7.28,Up,2.73,Moving,Normal
130,4.3,98,motorcycle,862,809,936,881,899,845,0.4776,11.18,Right,4.19,Moving,Normal
130,4.3,94,motorcycle,1077,661,1121,728,1099,694,0.5148,6.32,Right,2.37,Moving,Normal
130,4.3,107,person,1152,1003,1246,1079,1199,1041,0.6784,19.7,Right,7.39,Moving,Normal
131,4.333,87,car,1534,779,1670,887,1602,833,0.8824,6.32,Up,2.37,Moving,Normal
131,4.333,98,motorcycle,870,798,949,876,909,837,0.563,12.81,Right,4.8,Moving,Normal
131,4.333,107,person,1155,994,1259,1080,1207,1037,0.6869,8.94,Right,3.35,Moving,Normal
131,4.333,91,motorcycle,1390,730,1431,793,1410,761,0.4574,10.82,Right,4.06,Moving,Normal
131,4.333,67,car,1317,654,1434,735,1375,694,0.4797,19.72,Right,7.39,Moving,Normal
132,4.367,87,car,1536,773,1671,881,1603,827,0.8044,6.08,Up,2.28,Moving,Normal
132,4.367,98,motorcycle,876,782,963,871,919,826,0.465,14.87,Up,5.58,Moving,Normal
132,4.367,107,person,1163,984,1278,1080,1220,1032,0.767,13.93,Right,5.22,Moving,Normal
132,4.367,67,car,1323,650,1440,731,1381,690,0.4064,7.21,Right,2.7,Moving,Normal
132,4.367,66,car,1745,510,1795,559,1770,534,0.4074,17.49,Up,6.56,Moving,Normal
132,4.367,1,car,1699,539,1747,578,1723,558,0.5372,10.3,Up,3.86,Moving,Normal
132,4.367,94,motorcycle,1089,658,1131,722,1110,690,0.5527,11.7,Right,4.39,Moving,Normal
133,4.4,87,car,1541,768,1673,874,1607,821,0.7756,7.21,Up,2.7,Moving,Normal
133,4.4,98,motorcycle,894,795,964,867,929,831,0.5243,11.18,Right,4.19,Moving,Normal
133,4.4,107,person,1169,974,1292,1080,1230,1027,0.5475,11.18,Right,4.19,Moving,Normal
133,4.4,67,car,1329,644,1445,725,1387,684,0.4637,8.49,Up,3.18,Moving,Normal
133,4.4,1,car,1698,539,1748,580,1723,559,0.4347,1.0,Stationary,0.38,Stationary,Normal
133,4.4,94,motorcycle,1095,658,1137,720,1116,689,0.6667,6.08,Right,2.28,Moving,Normal
133,4.4,91,motorcycle,1395,716,1439,784,1417,750,0.44,13.04,Up,4.89,Moving,Normal
134,4.433,87,car,1546,764,1672,866,1609,815,0.6772,6.32,Up,2.37,Moving,Normal
134,4.433,98,motorcycle,903,792,972,862,937,827,0.4757,8.94,Right,3.35,Moving,Normal
134,4.433,107,person,1173,966,1304,1080,1238,1023,0.4855,8.94,Right,3.35,Moving,Normal
134,4.433,67,car,1334,642,1448,721,1391,681,0.4821,5.0,Right,1.88,Moving,Normal
134,4.433,1,car,1698,539,1743,576,1720,557,0.4784,3.61,Stationary,1.35,Stationary,Normal
134,4.433,110,car,1398,993,1619,1079,1508,1036,0.4296,0.0,Stationary,0.0,Stationary,Normal
134,4.433,91,motorcycle,1397,713,1442,782,1419,747,0.4658,3.61,Stationary,1.35,Stationary,Normal
134,4.433,66,car,1743,508,1792,558,1767,533,0.4029,3.16,Stationary,1.19,Stationary,Normal
135,4.467,87,car,1549,761,1672,861,1610,811,0.7881,4.12,Up,1.55,Moving,Normal
135,4.467,98,motorcycle,916,796,979,861,947,828,0.5987,10.05,Right,3.77,Moving,Normal
135,4.467,107,person,1180,957,1316,1079,1248,1018,0.6111,11.18,Right,4.19,Moving,Normal
135,4.467,67,car,1341,640,1452,718,1396,679,0.5931,5.39,Right,2.02,Moving,Normal
135,4.467,1,car,1698,538,1742,574,1720,556,0.5284,1.0,Stationary,0.38,Stationary,Normal
135,4.467,110,car,1393,984,1633,1079,1513,1031,0.6837,7.07,Up,2.65,Moving,Normal
135,4.467,91,motorcycle,1398,708,1445,780,1421,744,0.489,3.61,Stationary,1.35,Stationary,Normal
135,4.467,66,car,1743,507,1790,558,1766,532,0.4483,1.41,Stationary,0.53,Stationary,Normal
135,4.467,94,motorcycle,1105,655,1147,717,1126,686,0.5336,10.44,Right,3.92,Moving,Normal
136,4.5,87,car,1552,758,1672,855,1612,806,0.627,5.39,Up,2.02,Moving,Normal
136,4.5,98,motorcycle,926,795,986,856,956,825,0.5579,9.49,Right,3.56,Moving,Normal
136,4.5,107,person,1187,948,1324,1077,1255,1012,0.5698,9.22,Right,3.46,Moving,Normal
136,4.5,67,car,1348,635,1457,713,1402,674,0.6345,7.81,Right,2.93,Moving,Normal
136,4.5,1,car,1698,538,1742,574,1720,556,0.5186,0.0,Stationary,0.0,Stationary,Normal
136,4.5,110,car,1386,974,1650,1079,1518,1026,0.6945,7.07,Up,2.65,Moving,Normal
136,4.5,91,motorcycle,1402,707,1447,777,1424,742,0.5013,3.61,Stationary,1.35,Stationary,Normal
136,4.5,94,motorcycle,1111,655,1151,714,1131,684,0.5454,5.39,Right,2.02,Moving,Normal
137,4.533,87,car,1554,752,1674,850,1614,801,0.6822,5.39,Up,2.02,Moving,Normal
137,4.533,67,car,1354,633,1462,710,1408,671,0.5822,6.71,Right,2.52,Moving,Normal
137,4.533,1,car,1699,538,1742,574,1720,556,0.5041,0.0,Stationary,0.0,Stationary,Normal
137,4.533,110,car,1378,962,1669,1079,1523,1020,0.829,7.81,Up,2.93,Moving,Normal
