frame_id,timestamp_sec,class,x1,y1,x2,y2,confidence
58,1.9,motorcycle,1549,651,1589,720,0.5795
59,1.933,motorcycle,1389,682,1427,753,0.5816
59,1.933,motorcycle,1551,651,1591,719,0.4161
61,2.0,motorcycle,1560,667,1596,712,0.4288
62,2.033,person,1081,899,1146,1017,0.4829
62,2.033,motorcycle,1081,951,1157,1033,0.41
63,2.067,person,1100,889,1165,992,0.4544
64,2.1,person,1114,879,1180,975,0.4613
64,2.1,motorcycle,1405,671,1444,734,0.4595
65,2.133,person,1128,870,1190,998,0.5509
66,2.167,person,1143,863,1203,978,0.531
66,2.167,motorcycle,1142,911,1208,986,0.4263
66,2.167,car,1710,615,1777,671,0.4023
68,2.233,person,1168,846,1224,962,0.4456
69,2.267,person,1183,839,1230,940,0.6034
70,2.3,person,1194,830,1258,945,0.4982
70,2.3,person,1589,627,1614,690,0.4439
70,2.3,motorcycle,1194,842,1262,946,0.4045
71,2.333,person,1207,820,1258,930,0.5161
71,2.333,person,1589,626,1615,685,0.4161
72,2.367,motorcycle,1216,859,1277,927,0.501
72,2.367,person,1220,815,1274,910,0.4238
73,2.4,motorcycle,1230,834,1285,918,0.4869
73,2.4,person,1229,811,1282,896,0.4414
73,2.4,person,1431,648,1468,711,0.4151
74,2.433,person,1242,802,1285,904,0.4726
74,2.433,motorcycle,1239,819,1289,910,0.4711
74,2.433,motorcycle,516,838,619,953,0.4145
74,2.433,motorcycle,1435,647,1471,709,0.4045
75,2.467,motorcycle,1251,844,1302,903,0.512
76,2.5,person,985,1030,1063,1080,0.5405
76,2.5,car,1716,603,1771,646,0.5211
76,2.5,person,1260,788,1308,891,0.4405
76,2.5,motorcycle,1260,788,1314,894,0.4173
77,2.533,person,998,1022,1086,1080,0.6871
77,2.533,motorcycle,1269,786,1322,885,0.5223
77,2.533,person,1269,782,1321,883,0.4748
78,2.567,person,1012,1012,1098,1078,0.7314
78,2.567,motorcycle,1279,807,1331,877,0.4576
78,2.567,car,1715,595,1767,641,0.4495
79,2.6,person,1025,1001,1115,1080,0.7055
79,2.6,person,1289,769,1335,862,0.6269
79,2.6,motorcycle,599,821,692,922,0.4263
80,2.633,person,1040,989,1124,1080,0.6346
80,2.633,person,1297,764,1344,855,0.5447
80,2.633,car,1716,595,1772,638,0.426
81,2.667,person,1053,981,1135,1079,0.5476
81,2.667,person,1307,759,1351,855,0.5081
82,2.7,person,1067,972,1149,1080,0.629
82,2.7,person,1315,754,1355,845,0.6021
82,2.7,motorcycle,642,815,728,908,0.5076
82,2.7,car,1758,563,1809,603,0.4821
82,2.7,motorcycle,1456,633,1492,692,0.4107
83,2.733,person,1078,960,1172,1079,0.6622
83,2.733,person,1323,751,1367,843,0.5028
83,2.733,car,1759,562,1811,603,0.4215
84,2.767,person,1089,953,1173,1080,0.5849
84,2.767,car,1760,561,1811,598,0.5492
85,2.8,car,593,1009,892,1078,0.6902
85,2.8,person,1336,738,1378,829,0.4967
85,2.8,motorcycle,683,794,761,891,0.4872
85,2.8,car,1761,565,1809,599,0.4591
86,2.833,car,616,992,918,1079,0.6997
86,2.833,motorcycle,698,793,773,886,0.4796
86,2.833,person,1114,935,1189,1069,0.4746
86,2.833,car,1718,588,1766,628,0.4711
86,2.833,car,1760,556,1810,598,0.4609
86,2.833,motorcycle,1344,771,1390,826,0.4442
86,2.833,person,1121,935,1188,1033,0.4005
87,2.867,car,640,977,956,1077,0.8124
87,2.867,motorcycle,710,794,788,881,0.5514
87,2.867,car,1761,559,1810,597,0.5255
87,2.867,person,158,1019,206,1079,0.5022
87,2.867,person,1123,928,1203,1041,0.473
87,2.867,person,157,1018,250,1079,0.4003
88,2.9,car,668,959,973,1078,0.7457
88,2.9,car,1761,554,1809,596,0.569
88,2.9,car,1718,582,1772,625,0.5492
88,2.9,person,182,1011,260,1080,0.4729
88,2.9,person,1135,920,1209,1009,0.4368
88,2.9,person,1358,722,1399,809,0.4182
88,2.9,motorcycle,725,803,798,877,0.4159
89,2.933,car,702,944,998,1077,0.7886
89,2.933,motorcycle,734,777,807,870,0.4957
89,2.933,person,209,1003,265,1079,0.4779
89,2.933,person,1145,911,1215,1013,0.4589
89,2.933,car,1762,557,1810,597,0.4388
89,2.933,motorcycle,1144,933,1228,1048,0.4374
89,2.933,car,1718,580,1769,625,0.4212
89,2.933,motorcycle,1363,750,1407,808,0.4112
90,2.967,car,729,929,1018,1079,0.7881
90,2.967,car,1718,579,1773,623,0.5647
90,2.967,person,233,996,283,1080,0.5038
90,2.967,car,1762,564,1811,596,0.4871
90,2.967,person,1373,718,1414,798,0.451
91,3.0,car,757,913,1040,1078,0.8266
91,3.0,car,1761,531,1811,594,0.6342
91,3.0,car,1718,580,1770,625,0.5297
91,3.0,person,1378,713,1420,793,0.5181
91,3.0,person,248,987,308,1077,0.518
91,3.0,person,1164,899,1235,994,0.487
91,3.0,motorcycle,1476,614,1510,673,0.4454
91,3.0,car,1720,578,1772,643,0.444
91,3.0,motorcycle,759,801,826,861,0.4348
91,3.0,motorcycle,756,762,827,860,0.4085
92,3.033,car,787,903,1056,1077,0.8632
92,3.033,person,1171,892,1245,1004,0.6417
92,3.033,car,1761,529,1808,589,0.5166
92,3.033,motorcycle,770,757,841,857,0.4676
92,3.033,person,1385,707,1421,788,0.4631
92,3.033,person,258,979,387,1080,0.4482
92,3.033,motorcycle,773,788,841,859,0.4302
92,3.033,car,1718,576,1771,621,0.4241
92,3.033,motorcycle,320,1012,389,1080,0.4124
92,3.033,motorcycle,1383,707,1423,791,0.4019
93,3.067,car,814,891,1075,1070,0.844
93,3.067,motorcycle,1389,708,1432,787,0.5828
93,3.067,motorcycle,780,759,850,851,0.5643
93,3.067,car,1760,530,1810,592,0.5124
93,3.067,person,1182,884,1249,974,0.4981
94,3.1,car,840,878,1089,1053,0.8754
94,3.1,car,1761,536,1809,590,0.5054
94,3.1,motorcycle,791,753,862,848,0.4975
94,3.1,motorcycle,1396,708,1431,779,0.4678
94,3.1,motorcycle,1480,608,1514,669,0.4491
94,3.1,motorcycle,304,1004,436,1080,0.4178
94,3.1,motorcycle,793,782,863,850,0.4078
95,3.133,car,864,867,1106,1039,0.8594
95,3.133,car,1760,543,1808,587,0.5858
95,3.133,motorcycle,801,750,869,843,0.496
96,3.167,car,887,859,1124,1024,0.8543
96,3.167,car,1760,541,1809,587,0.577
96,3.167,motorcycle,814,755,877,839,0.5354
96,3.167,motorcycle,1406,707,1444,771,0.5097
97,3.2,car,910,846,1137,1007,0.8699
97,3.2,motorcycle,1412,700,1449,765,0.5407
97,3.2,motorcycle,1218,879,1286,977,0.4463
97,3.2,car,1759,531,1810,586,0.4405
97,3.2,motorcycle,816,747,890,831,0.403
98,3.233,car,929,836,1154,995,0.8797
98,3.233,car,1759,530,1810,583,0.5307
98,3.233,motorcycle,1416,688,1450,761,0.4884
98,3.233,motorcycle,835,752,898,830,0.4745
98,3.233,person,1222,854,1286,970,0.4219
99,3.267,car,951,828,1167,976,0.8515
99,3.267,motorcycle,844,753,906,827,0.5635
99,3.267,car,1759,531,1809,583,0.5321
99,3.267,motorcycle,1422,691,1458,756,0.4299
99,3.267,car,1716,571,1768,611,0.4058
100,3.3,car,970,817,1179,966,0.8712
100,3.3,motorcycle,854,752,915,821,0.503
100,3.3,car,1759,526,1808,582,0.4305
100,3.3,person,1237,840,1300,944,0.4236
100,3.3,motorcycle,1240,858,1303,955,0.4136
101,3.333,car,987,810,1191,955,0.8794
101,3.333,car,1390,988,1587,1080,0.6012
101,3.333,car,1761,529,1809,582,0.5607
101,3.333,car,1715,570,1763,607,0.5357
101,3.333,motorcycle,864,742,922,818,0.5214
101,3.333,motorcycle,1246,861,1311,950,0.4974
101,3.333,person,1433,673,1469,746,0.478
101,3.333,motorcycle,449,950,569,1055,0.4484
102,3.367,car,1007,803,1204,945,0.8484
102,3.367,motorcycle,874,755,934,816,0.6012
102,3.367,car,1759,527,1808,582,0.6007
102,3.367,car,1395,1010,1589,1078,0.5663
102,3.367,motorcycle,872,731,932,814,0.5226
102,3.367,person,1437,669,1471,742,0.4611
102,3.367,motorcycle,1250,834,1316,941,0.4396
103,3.4,car,1023,793,1218,934,0.8126
103,3.4,car,1393,988,1595,1079,0.6063
103,3.4,motorcycle,1441,675,1476,740,0.4939
103,3.4,motorcycle,882,751,941,810,0.4509
103,3.4,car,1715,565,1761,601,0.4488
103,3.4,car,1758,526,1809,580,0.4421
103,3.4,motorcycle,489,916,601,1040,0.4369
104,3.433,car,1040,778,1228,921,0.8341
104,3.433,motorcycle,893,758,949,807,0.5448
104,3.433,car,1398,988,1601,1078,0.5291
104,3.433,motorcycle,1267,857,1330,927,0.4652
105,3.467,car,1055,773,1238,911,0.8597
105,3.467,car,1402,980,1604,1078,0.7451
105,3.467,person,1273,815,1329,901,0.4683
105,3.467,motorcycle,904,761,956,805,0.4573
105,3.467,motorcycle,1273,858,1337,922,0.4008
106,3.5,car,1070,770,1249,901,0.8802
106,3.5,car,1408,967,1609,1078,0.7082
106,3.5,motorcycle,1452,669,1487,729,0.473
106,3.5,person,1279,810,1332,897,0.4712
106,3.5,motorcycle,1279,809,1338,913,0.4499
106,3.5,motorcycle,539,886,648,1018,0.4377
106,3.5,motorcycle,908,713,964,796,0.4217
106,3.5,car,1758,527,1802,578,0.4023
107,3.533,car,1084,766,1260,893,0.8797
107,3.533,car,1414,958,1613,1079,0.6702
107,3.533,motorcycle,916,713,970,793,0.6361
107,3.533,motorcycle,1457,659,1490,726,0.4868
107,3.533,car,1757,533,1804,575,0.4462
107,3.533,motorcycle,1282,819,1343,910,0.4292
107,3.533,car,1714,562,1766,600,0.4109
108,3.567,car,1099,760,1269,881,0.8683
108,3.567,car,1422,947,1618,1078,0.7711
108,3.567,motorcycle,923,717,983,791,0.5836
108,3.567,motorcycle,1291,816,1347,903,0.4513
108,3.567,car,1758,535,1804,574,0.4034
109,3.6,car,1112,753,1279,873,0.8579
109,3.6,car,1430,935,1621,1079,0.7555
109,3.6,motorcycle,935,711,991,787,0.5814
110,3.633,car,1122,746,1290,863,0.8601
110,3.633,car,1440,925,1624,1078,0.8196
110,3.633,motorcycle,941,706,996,783,0.6546
110,3.633,motorcycle,1303,791,1357,889,0.5452
110,3.633,car,1758,534,1801,573,0.5102
110,3.633,car,1712,559,1764,599,0.4936
111,3.667,car,1446,917,1629,1074,0.8744
111,3.667,car,1137,741,1296,855,0.8552
111,3.667,motorcycle,949,710,1004,781,0.5905
111,3.667,motorcycle,1306,787,1363,883,0.5507
111,3.667,motorcycle,951,700,996,777,0.4456
111,3.667,car,1711,558,1763,598,0.4309
111,3.667,car,1756,524,1803,571,0.4094
112,3.7,car,1150,736,1306,847,0.8295
112,3.7,car,1451,908,1631,1066,0.818
112,3.7,motorcycle,1311,787,1369,880,0.5876
112,3.7,motorcycle,958,706,1012,779,0.5621
112,3.7,motorcycle,1476,657,1508,707,0.4374
113,3.733,car,1162,730,1315,842,0.8634
113,3.733,car,1457,897,1633,1055,0.7761
113,3.733,motorcycle,965,695,1017,773,0.5776
113,3.733,motorcycle,1317,794,1373,875,0.511
114,3.767,car,1464,888,1637,1046,0.8241
114,3.767,car,1170,723,1322,836,0.8074
114,3.767,motorcycle,973,693,1025,772,0.6093
114,3.767,motorcycle,974,715,1028,773,0.5207
114,3.767,motorcycle,1322,817,1377,870,0.5103
114,3.767,motorcycle,1321,773,1377,868,0.5012
114,3.767,motorcycle,1484,638,1516,701,0.4416
115,3.8,car,1472,881,1640,1032,0.8526
115,3.8,car,1183,719,1330,826,0.8259
115,3.8,motorcycle,684,882,771,959,0.5122
115,3.8,motorcycle,1487,639,1517,697,0.5044
115,3.8,motorcycle,981,690,1032,767,0.4814
115,3.8,motorcycle,1329,769,1380,860,0.4629
115,3.8,motorcycle,685,843,771,957,0.4607
115,3.8,person,1332,768,1376,849,0.4581
116,3.833,car,1192,715,1339,816,0.7972
116,3.833,car,1477,874,1642,1020,0.7916
116,3.833,motorcycle,1331,767,1381,857,0.6387
116,3.833,motorcycle,989,692,1040,768,0.577
116,3.833,motorcycle,697,882,782,953,0.4635
117,3.867,car,1201,711,1344,812,0.8316
117,3.867,car,1482,866,1645,1008,0.7697
117,3.867,motorcycle,996,698,1043,764,0.5622
117,3.867,motorcycle,1336,762,1385,854,0.4795
117,3.867,motorcycle,713,882,793,947,0.4255
117,3.867,motorcycle,713,846,795,945,0.4061
118,3.9,car,1487,860,1646,997,0.8101
118,3.9,car,1214,705,1352,806,0.721
118,3.9,motorcycle,1000,687,1054,761,0.589
118,3.9,motorcycle,725,851,809,941,0.5175
118,3.9,motorcycle,1340,758,1391,849,0.4716
119,3.933,car,1492,852,1647,988,0.822
119,3.933,car,1223,694,1360,799,0.6818
119,3.933,motorcycle,1010,685,1057,756,0.5524
119,3.933,motorcycle,1345,755,1397,842,0.4515
120,3.967,car,1499,815,1653,977,0.7684
120,3.967,car,1234,691,1367,793,0.719
120,3.967,motorcycle,750,853,831,933,0.5877
120,3.967,motorcycle,1017,680,1064,755,0.5756
120,3.967,motorcycle,1350,758,1399,840,0.5389
121,4.0,car,1500,817,1654,968,0.7666
121,4.0,car,1240,688,1373,788,0.6606
121,4.0,motorcycle,1023,680,1069,753,0.6139
121,4.0,motorcycle,1350,754,1404,834,0.4877
121,4.0,motorcycle,764,850,843,925,0.4544
122,4.033,car,1506,821,1654,958,0.8356
122,4.033,car,1250,687,1381,782,0.7699
122,4.033,motorcycle,1353,752,1405,830,0.5267
122,4.033,motorcycle,777,838,854,920,0.4609
122,4.033,person,322,1025,424,1080,0.4341
122,4.033,motorcycle,1026,677,1076,748,0.4305
122,4.033,car,1705,549,1756,592,0.4189
123,4.067,car,1510,820,1657,949,0.8368
123,4.067,car,1259,684,1389,772,0.6174
123,4.067,motorcycle,1035,675,1084,745,0.5547
123,4.067,motorcycle,1352,752,1408,826,0.5182
123,4.067,motorcycle,788,845,862,916,0.4762
123,4.067,person,342,1018,405,1080,0.4259
124,4.1,car,1515,814,1659,941,0.7692
124,4.1,car,1266,678,1397,769,0.7492
124,4.1,motorcycle,802,849,871,911,0.4924
124,4.1,motorcycle,1361,750,1414,821,0.4828
124,4.1,person,362,1009,423,1080,0.4581
124,4.1,motorcycle,1044,669,1087,743,0.4258
124,4.1,motorcycle,801,816,872,909,0.4021
125,4.133,car,1519,810,1659,933,0.8162
125,4.133,car,1273,674,1405,765,0.7812
125,4.133,motorcycle,1048,672,1090,742,0.6521
125,4.133,motorcycle,1365,739,1416,818,0.5374
125,4.133,motorcycle,809,798,884,904,0.4838
126,4.167,car,1521,805,1660,926,0.8048
126,4.167,car,1283,672,1407,760,0.6092
126,4.167,motorcycle,824,842,896,902,0.5965
126,4.167,motorcycle,1370,739,1417,812,0.5209
126,4.167,person,404,993,471,1079,0.5131
